Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
Q99M07,COA5,Cytochrome c oxidase assembly factor 5 OS=Mus musculus OX=10090 GN=Coa5 PE=1 SV=1,liver,L-Lysine,-0.0311,no,yes,no,COA5_L-Lysine,NA,NA,NA,newfound,Normal
P21107,TPM3,Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=3,liver,Uracil,0.0484,no,no,no,TPM3_Uracil,NA,NA,NA,newfound,Normal
Q9QWR8,NAGA,Alpha-N-acetylgalactosaminidase OS=Mus musculus OX=10090 GN=Naga PE=1 SV=2,liver,Uracil,0.0151,no,no,no,NAGA_Uracil,NA,NA,NA,newfound,Normal
Q9Z2I0,LETM1,Mitochondrial proton/calcium exchanger protein OS=Mus musculus OX=10090 GN=Letm1 PE=1 SV=1,liver,Uracil,-0.0157,yes,yes,no,LETM1_Uracil,NA,NA,NA,newfound,Normal
Q8R084,UGT2B1,UDP-glucuronosyltransferase OS=Mus musculus OX=10090 GN=Ugt2b1 PE=1 SV=1,liver,Uracil,-0.0236,no,no,yes,UGT2B1_Uracil,NA,NA,NA,newfound,Normal
Q9EQ06,HSD17B11,Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11 PE=1 SV=1,liver,Uracil,-0.00897,no,no,yes,HSD17B11_Uracil,NA,NA,NA,newfound,Normal
Q99N42,TYMP,Thymidine phosphorylase OS=Mus musculus OX=10090 GN=Tymp PE=2 SV=1,liver,Uracil,-0.0245,no,no,yes,TYMP_Uracil,NA,R-HSA-73614;R-MMU-73614,NA,established,Normal
P20060,HEXB,Beta-hexosaminidase subunit beta OS=Mus musculus OX=10090 GN=Hexb PE=1 SV=2,liver,Uracil,0.0713,no,no,no,HEXB_Uracil,NA,NA,NA,newfound,Normal
E0CYV0,PCMT1,Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1,liver,Uracil,0.112905596,no,no,no,PCMT1_Uracil,NA,NA,NA,newfound,Normal
Q9DBL7,COASY,Bifunctional coenzyme A synthase OS=Mus musculus OX=10090 GN=Coasy PE=1 SV=2,liver,Uracil,-0.0181,no,yes,yes,COASY_Uracil,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,Ornithine,0.0828,no,no,yes,TAT_Ornithine,NA,NA,NA,newfound,Normal
P43275,H1-1,Histone H1.1 OS=Mus musculus OX=10090 GN=H1-1 PE=1 SV=2,liver,Ornithine,-0.00462,no,no,no,H1-1_Ornithine,NA,NA,NA,newfound,Normal
Q69ZW3,EHBP1,EH domain-binding protein 1 OS=Mus musculus OX=10090 GN=Ehbp1 PE=1 SV=3,liver,Ornithine,0.270915594,no,no,no,EHBP1_Ornithine,NA,NA,NA,newfound,Normal
F8VPN4,AGL,"Amylo-1,6-glucosidase, 4-alpha-glucanotransferase OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1",liver,Ornithine,0.174637998,no,no,no,AGL_Ornithine,NA,NA,NA,newfound,Normal
Q9WTK5,NFKB2,Nuclear factor NF-kappa-B p100 subunit OS=Mus musculus OX=10090 GN=Nfkb2 PE=1 SV=1,liver,Ornithine,-0.00278,no,no,no,NFKB2_Ornithine,NA,NA,NA,newfound,Normal
Q9D7I5,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Mus musculus OX=10090 GN=Lhpp PE=1 SV=1,liver,Ornithine,-0.133972411,no,no,yes,LHPP_Ornithine,NA,NA,NA,newfound,Normal
Q571I9,ALDH16A1,Aldehyde dehydrogenase family 16 member A1 OS=Mus musculus OX=10090 GN=Aldh16a1 PE=1 SV=2,liver,Ornithine,0.0245,no,no,no,ALDH16A1_Ornithine,NA,NA,NA,newfound,Normal
Q9WVT6,CA14,Carbonic anhydrase 14 OS=Mus musculus OX=10090 GN=Ca14 PE=1 SV=1,liver,Ornithine,0.00403,no,no,no,CA14_Ornithine,NA,NA,NA,newfound,Normal
P29758,OAT,"Ornithine aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Oat PE=1 SV=1",liver,Ornithine,-0.0165,no,yes,yes,OAT_Ornithine,RHEA:25160;RHEA:13877,R-HSA-8964539;R-MMU-8964539,NA,established,Normal
P25085,IL1RN,Interleukin-1 receptor antagonist protein OS=Mus musculus OX=10090 GN=Il1rn PE=2 SV=1,liver,Ornithine,-0.0142,no,no,no,IL1RN_Ornithine,NA,NA,NA,newfound,Normal
Q9D8S3,ARFGAP3,ADP-ribosylation factor GTPase-activating protein 3 OS=Mus musculus OX=10090 GN=Arfgap3 PE=1 SV=2,liver,2'-Deoxycytidine,0.353413458,no,no,no,ARFGAP3_2'-Deoxycytidine,NA,NA,NA,newfound,Extreme Outlier
Q9JHU9,ISYNA1,Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1,liver,2'-Deoxycytidine,0.0659,no,no,yes,ISYNA1_2'-Deoxycytidine,NA,NA,NA,newfound,Normal
Q9WUM3,CORO1B,Coronin-1B OS=Mus musculus OX=10090 GN=Coro1b PE=1 SV=1,liver,2'-Deoxycytidine,1.360825351,no,no,no,CORO1B_2'-Deoxycytidine,NA,NA,NA,newfound,Extreme Outlier
G5E8F1,ITGAM,Integrin alpha-M OS=Mus musculus OX=10090 GN=Itgam PE=1 SV=2,liver,2'-Deoxycytidine,0.0761,no,no,no,ITGAM_2'-Deoxycytidine,NA,NA,NA,newfound,Normal
A2A5S3,STAU1,Double-stranded RNA-binding protein Staufen homolog 1 OS=Mus musculus OX=10090 GN=Stau1 PE=1 SV=1,liver,Myristic acid,-0.106394257,no,no,no,STAU1_Myristic acid,NA,NA,NA,newfound,Normal
O89106,FHIT,Bis(5'-adenosyl)-triphosphatase OS=Mus musculus OX=10090 GN=Fhit PE=1 SV=3,liver,Myristic acid,0.035,no,yes,yes,FHIT_Myristic acid,NA,NA,NA,newfound,Normal
P24270,CAT,Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4,liver,Myristic acid,-0.0119,no,yes,yes,CAT_Myristic acid,NA,NA,NA,newfound,Normal
Q8CFE6,SLC38A2,Sodium-coupled neutral amino acid transporter 2 OS=Mus musculus OX=10090 GN=Slc38a2 PE=1 SV=1,liver,Myristic acid,0.116853337,yes,no,no,SLC38A2_Myristic acid,NA,NA,NA,newfound,Normal
P0DP27,CALM2,Calmodulin-2 OS=Mus musculus OX=10090 GN=Calm2 PE=1 SV=1,liver,Myristic acid,0.0972,no,no,no,CALM2_Myristic acid,NA,NA,NA,newfound,Normal
Q6PD26,PIGS,GPI transamidase component PIG-S OS=Mus musculus OX=10090 GN=Pigs PE=1 SV=3,liver,Biotin,-0.264411063,no,no,no,PIGS_Biotin,NA,NA,NA,newfound,Normal
Q5NCJ1,RAPGEF6,Rap guanine nucleotide exchange factor (GEF) 6 OS=Mus musculus OX=10090 GN=Rapgef6 PE=1 SV=1,liver,Biotin,-0.0141,no,no,no,RAPGEF6_Biotin,NA,NA,NA,newfound,Normal
Q06649,SH3BP2,SH3 domain-binding protein 2 OS=Mus musculus OX=10090 GN=Sh3bp2 PE=1 SV=1,liver,Biotin,0.0547,no,no,no,SH3BP2_Biotin,NA,NA,NA,newfound,Normal
Q68FD5,CLTC,Clathrin heavy chain 1 OS=Mus musculus OX=10090 GN=Cltc PE=1 SV=3,liver,Biotin,3.22e-4,yes,no,no,CLTC_Biotin,NA,NA,NA,newfound,Normal
Q9DCS2,METTL26,Methyltransferase-like 26 OS=Mus musculus OX=10090 GN=Mettl26 PE=1 SV=1,liver,Biotin,-0.0434,no,no,no,METTL26_Biotin,NA,NA,NA,newfound,Normal
Q8VCG1,DUT,Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Mus musculus OX=10090 GN=Dut PE=1 SV=1,liver,Biotin,-0.0647,no,yes,yes,DUT_Biotin,NA,NA,NA,newfound,Normal
Q80XL6,ACAD11,Acyl-CoA dehydrogenase family member 11 OS=Mus musculus OX=10090 GN=Acad11 PE=1 SV=2,liver,Biotin,-0.153723816,no,yes,yes,ACAD11_Biotin,NA,NA,NA,newfound,Normal
Q9D8L5,CCDC91,Coiled-coil domain-containing protein 91 OS=Mus musculus OX=10090 GN=Ccdc91 PE=1 SV=2,liver,Biotin,-0.0138,no,no,no,CCDC91_Biotin,NA,NA,NA,newfound,Normal
Q9Z120,METTL1,tRNA (guanine-N(7)-)-methyltransferase OS=Mus musculus OX=10090 GN=Mettl1 PE=1 SV=1,liver,Biotin,0.113628803,no,no,yes,METTL1_Biotin,NA,NA,NA,newfound,Normal
Q6PGH2,JPT2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,liver,Biotin,5.38e-4,no,no,no,JPT2_Biotin,NA,NA,NA,newfound,Normal
O35488,SLC27A2,Very long-chain acyl-CoA synthetase OS=Mus musculus OX=10090 GN=Slc27a2 PE=1 SV=2,liver,Biotin,-0.13404297,yes,no,no,SLC27A2_Biotin,NA,NA,NA,newfound,Normal
P51660,HSD17B4,Peroxisomal multifunctional enzyme type 2 OS=Mus musculus OX=10090 GN=Hsd17b4 PE=1 SV=3,liver,Biotin,-0.263851141,no,yes,yes,HSD17B4_Biotin,NA,NA,NA,newfound,Normal
Q8BKT8,HAUS7,HAUS augmin-like complex subunit 7 OS=Mus musculus OX=10090 GN=Haus7 PE=1 SV=2,liver,Biotin,-0.0174,no,no,no,HAUS7_Biotin,NA,NA,NA,newfound,Normal
Q01237,HMGCR,3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Mus musculus OX=10090 GN=Hmgcr PE=1 SV=3,liver,Biotin,-0.0174,yes,no,yes,HMGCR_Biotin,NA,NA,NA,newfound,Normal
Q9JKX3,TFR2,Transferrin receptor protein 2 OS=Mus musculus OX=10090 GN=Tfr2 PE=1 SV=2,liver,Biotin,-0.038,yes,no,no,TFR2_Biotin,NA,NA,NA,newfound,Normal
P59017,BCL2L13,Bcl-2-like protein 13 OS=Mus musculus OX=10090 GN=Bcl2l13 PE=1 SV=2,liver,Biotin,0.379995723,no,yes,no,BCL2L13_Biotin,NA,NA,NA,newfound,Extreme Outlier
Q91ZP3,LPIN1,Phosphatidate phosphatase LPIN1 OS=Mus musculus OX=10090 GN=Lpin1 PE=1 SV=1,liver,Biotin,0.0817,no,no,yes,LPIN1_Biotin,NA,NA,NA,newfound,Normal
Q5MJS3,FAM20C,Extracellular serine/threonine protein kinase FAM20C OS=Mus musculus OX=10090 GN=Fam20c PE=1 SV=1,liver,Biotin,-0.166637717,no,no,no,FAM20C_Biotin,NA,NA,NA,newfound,Normal
P70389,IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit OS=Mus musculus OX=10090 GN=Igfals PE=1 SV=1,liver,Biotin,-0.0957,no,no,no,IGFALS_Biotin,NA,NA,NA,newfound,Normal
Q8R1F5,HYI,Putative hydroxypyruvate isomerase OS=Mus musculus OX=10090 GN=Hyi PE=1 SV=2,liver,Biotin,-0.0218,no,no,no,HYI_Biotin,NA,NA,NA,newfound,Normal
Q9JMH6,TXNRD1,"Thioredoxin reductase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Txnrd1 PE=1 SV=3",liver,Biotin,0.021,no,yes,yes,TXNRD1_Biotin,NA,NA,NA,newfound,Normal
Q3U2V3,NUDT18,8-oxo-dGDP phosphatase NUDT18 OS=Mus musculus OX=10090 GN=Nudt18 PE=1 SV=1,liver,Biotin,-0.0308,no,no,yes,NUDT18_Biotin,NA,NA,NA,newfound,Normal
P59326,YTHDF1,YTH domain-containing family protein 1 OS=Mus musculus OX=10090 GN=Ythdf1 PE=1 SV=1,liver,Biotin,0.116071194,no,no,no,YTHDF1_Biotin,NA,NA,NA,newfound,Normal
Q9Z2V4,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] OS=Mus musculus OX=10090 GN=Pck1 PE=1 SV=1",liver,Biotin,0.0756,no,no,yes,PCK1_Biotin,NA,NA,NA,newfound,Normal
Q3ULW8,PARP3,Protein mono-ADP-ribosyltransferase PARP3 OS=Mus musculus OX=10090 GN=Parp3 PE=2 SV=1,liver,Biotin,-0.0153,no,no,no,PARP3_Biotin,NA,NA,NA,newfound,Normal
P70444,BID,BH3-interacting domain death agonist OS=Mus musculus OX=10090 GN=Bid PE=1 SV=2,liver,Biotin,-0.00366,no,yes,no,BID_Biotin,NA,NA,NA,newfound,Normal
P55096,ABCD3,ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=2,liver,Biotin,-0.0753,yes,yes,no,ABCD3_Biotin,NA,NA,NA,newfound,Normal
Q9CQ20,MID1IP1,Mid1-interacting protein 1 OS=Mus musculus OX=10090 GN=Mid1ip1 PE=1 SV=1,liver,Biotin,-0.0204,no,no,no,MID1IP1_Biotin,NA,NA,NA,newfound,Normal
O35988,SDC4,Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1,liver,Biotin,0.176343736,yes,no,no,SDC4_Biotin,NA,NA,NA,newfound,Normal
Q8BLN5,LSS,Lanosterol synthase OS=Mus musculus OX=10090 GN=Lss PE=1 SV=2,liver,Biotin,-0.00726,no,no,yes,LSS_Biotin,NA,NA,NA,newfound,Normal
Q00623,APOA1,Apolipoprotein A-I OS=Mus musculus OX=10090 GN=Apoa1 PE=1 SV=2,liver,Biotin,-0.0406,no,no,no,APOA1_Biotin,NA,NA,NA,newfound,Normal
O88874,CCNK,Cyclin-K OS=Mus musculus OX=10090 GN=Ccnk PE=1 SV=3,liver,Biotin,0.00282,no,no,no,CCNK_Biotin,NA,NA,NA,newfound,Normal
Q8C0L9,GPCPD1,Glycerophosphocholine phosphodiesterase GPCPD1 OS=Mus musculus OX=10090 GN=Gpcpd1 PE=1 SV=1,liver,Biotin,-0.637026475,no,no,yes,GPCPD1_Biotin,NA,NA,NA,newfound,Extreme Outlier
E9Q137,TEX264,Testis-expressed gene 264 OS=Mus musculus OX=10090 GN=Tex264 PE=1 SV=1,liver,Biotin,-0.121455204,no,no,no,TEX264_Biotin,NA,NA,NA,newfound,Normal
Q9CRB3,URAH,5-hydroxyisourate hydrolase OS=Mus musculus OX=10090 GN=Urah PE=1 SV=1,liver,Biotin,-0.0103,no,no,no,URAH_Biotin,NA,NA,NA,newfound,Normal
P97478,COQ7,"5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=3",liver,Biotin,0.0151,no,yes,yes,COQ7_Biotin,NA,NA,NA,newfound,Normal
Q9EPQ7,STARD5,StAR-related lipid transfer protein 5 OS=Mus musculus OX=10090 GN=Stard5 PE=1 SV=2,liver,Biotin,-0.146697264,no,no,no,STARD5_Biotin,NA,NA,NA,newfound,Normal
Q9D1G2,PMVK,Phosphomevalonate kinase OS=Mus musculus OX=10090 GN=Pmvk PE=1 SV=3,liver,Biotin,-0.0347,no,no,yes,PMVK_Biotin,NA,NA,NA,newfound,Normal
O35375,NRP2,Neuropilin-2 OS=Mus musculus OX=10090 GN=Nrp2 PE=1 SV=2,liver,Biotin,-0.0497,yes,no,no,NRP2_Biotin,NA,NA,NA,newfound,Normal
Q6P3D0,NUDT16,U8 snoRNA-decapping enzyme OS=Mus musculus OX=10090 GN=Nudt16 PE=1 SV=1,liver,Biotin,-0.0114,no,no,yes,NUDT16_Biotin,NA,NA,NA,newfound,Normal
Q9DCV3,DGAT2,Diacylglycerol O-acyltransferase 2 OS=Mus musculus OX=10090 GN=Dgat2 PE=1 SV=1,liver,Biotin,0.425169482,no,no,yes,DGAT2_Biotin,NA,NA,NA,newfound,Extreme Outlier
Q9CWR1,WDR73,WD repeat-containing protein 73 OS=Mus musculus OX=10090 GN=Wdr73 PE=1 SV=1,liver,Biotin,-0.323181659,no,no,no,WDR73_Biotin,NA,NA,NA,newfound,Normal
Q8R0J7,VPS37B,Vacuolar protein sorting-associated protein 37B OS=Mus musculus OX=10090 GN=Vps37b PE=1 SV=1,liver,Biotin,0.00371,no,no,no,VPS37B_Biotin,NA,NA,NA,newfound,Normal
Q921L3,TMCO1,Calcium load-activated calcium channel OS=Mus musculus OX=10090 GN=Tmco1 PE=1 SV=1,liver,Biotin,0.0635,yes,no,no,TMCO1_Biotin,NA,NA,NA,newfound,Normal
P62889,RPL30,60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2,liver,Biotin,0.100449725,no,no,no,RPL30_Biotin,NA,NA,NA,newfound,Normal
Q9WTN3,SREBF1,Sterol regulatory element-binding protein 1 OS=Mus musculus OX=10090 GN=Srebf1 PE=1 SV=4,liver,L-Carnitine,0.0928,no,no,no,SREBF1_L-Carnitine,NA,NA,NA,newfound,Normal
B2RRF0,PTPRK,Ptprk protein OS=Mus musculus OX=10090 GN=Ptprk PE=1 SV=1,liver,L-Carnitine,0.00533,no,no,no,PTPRK_L-Carnitine,NA,NA,NA,newfound,Normal
Q64737,GART,Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3,liver,L-Carnitine,0.123845452,no,no,yes,GART_L-Carnitine,NA,NA,NA,newfound,Normal
Q99KK9,HARS2,"Histidine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Hars2 PE=1 SV=1",liver,L-Carnitine,0.0169,no,yes,yes,HARS2_L-Carnitine,NA,NA,NA,newfound,Normal
Q91W34,RUSF1,RUS family member 1 OS=Mus musculus OX=10090 GN=Rusf1 PE=1 SV=1,liver,L-Carnitine,0.0185,no,no,no,RUSF1_L-Carnitine,NA,NA,NA,newfound,Normal
O08648,MAP3K4,Mitogen-activated protein kinase kinase kinase 4 OS=Mus musculus OX=10090 GN=Map3k4 PE=1 SV=2,liver,L-Carnitine,0.00178,no,no,no,MAP3K4_L-Carnitine,NA,NA,NA,newfound,Normal
Q6NSR3,ADCK2,Uncharacterized aarF domain-containing protein kinase 2 OS=Mus musculus OX=10090 GN=Adck2 PE=2 SV=1,liver,L-Carnitine,0.0225,no,yes,no,ADCK2_L-Carnitine,NA,NA,NA,newfound,Normal
P11679,KRT8,"Keratin, type II cytoskeletal 8 OS=Mus musculus OX=10090 GN=Krt8 PE=1 SV=4",liver,L-Carnitine,-0.0996,no,no,no,KRT8_L-Carnitine,NA,NA,NA,newfound,Normal
E9PU87,SIK3,Serine/threonine-protein kinase SIK3 OS=Mus musculus OX=10090 GN=Sik3 PE=1 SV=1,liver,L-Carnitine,0.0484,no,no,no,SIK3_L-Carnitine,NA,NA,NA,newfound,Normal
Q8R1X6,SPART,Spartin OS=Mus musculus OX=10090 GN=Spart PE=1 SV=1,liver,L-Carnitine,0.0213,no,no,no,SPART_L-Carnitine,NA,NA,NA,newfound,Normal
Q922Y1,UBXN1,UBX domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ubxn1 PE=1 SV=1,liver,L-Carnitine,0.0265,no,no,no,UBXN1_L-Carnitine,NA,NA,NA,newfound,Normal
Q91XC9,PEX16,Peroxisomal membrane protein PEX16 OS=Mus musculus OX=10090 GN=Pex16 PE=1 SV=2,liver,L-Carnitine,0.00573,yes,no,no,PEX16_L-Carnitine,NA,NA,NA,newfound,Normal
Q91W50,CSDE1,Cold shock domain-containing protein E1 OS=Mus musculus OX=10090 GN=Csde1 PE=1 SV=1,liver,L-Carnitine,0.123018226,no,no,no,CSDE1_L-Carnitine,NA,NA,NA,newfound,Normal
P51830,ADCY9,Adenylate cyclase type 9 OS=Mus musculus OX=10090 GN=Adcy9 PE=1 SV=1,liver,L-Carnitine,-0.0667,no,no,yes,ADCY9_L-Carnitine,NA,NA,NA,newfound,Normal
Q5NCI0,URGCP,Up-regulator of cell proliferation OS=Mus musculus OX=10090 GN=Urgcp PE=2 SV=1,liver,L-Carnitine,0.126828677,no,no,no,URGCP_L-Carnitine,NA,NA,NA,newfound,Normal
Q07235,SERPINE2,Glia-derived nexin OS=Mus musculus OX=10090 GN=Serpine2 PE=1 SV=2,liver,L-Carnitine,-0.0932,no,no,no,SERPINE2_L-Carnitine,NA,NA,NA,newfound,Normal
Q91UZ5,IMPA2,Inositol monophosphatase 2 OS=Mus musculus OX=10090 GN=Impa2 PE=1 SV=1,liver,L-Carnitine,0.0152,no,no,yes,IMPA2_L-Carnitine,NA,NA,NA,newfound,Normal
E9PVY8,MACF1,Microtubule-actin cross-linking factor 1 OS=Mus musculus OX=10090 GN=Macf1 PE=1 SV=2,liver,L-Carnitine,-0.0165,yes,no,no,MACF1_L-Carnitine,NA,NA,NA,newfound,Normal
Q9Z210,PEX11B,Peroxisomal membrane protein 11B OS=Mus musculus OX=10090 GN=Pex11b PE=1 SV=1,liver,L-Carnitine,0.242178183,no,yes,no,PEX11B_L-Carnitine,NA,NA,NA,newfound,Normal
A0A0F6AIX5,LDAH,Lipid droplet-associated hydrolase OS=Mus musculus OX=10090 GN=Ldah PE=1 SV=1,liver,L-Carnitine,-0.0741,no,no,no,LDAH_L-Carnitine,NA,NA,NA,newfound,Normal
J3QN89,AAMP,Angio-associated migratory protein OS=Mus musculus OX=10090 GN=Aamp PE=1 SV=1,liver,L-Carnitine,0.162922031,no,no,no,AAMP_L-Carnitine,NA,NA,NA,newfound,Normal
Q8BX70,VPS13C,Vacuolar protein sorting-associated protein 13C OS=Mus musculus OX=10090 GN=Vps13c PE=1 SV=2,liver,L-Carnitine,-0.00853,no,no,no,VPS13C_L-Carnitine,NA,NA,NA,newfound,Normal
O35344,KPNA3,Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1,liver,L-Carnitine,0.172989164,yes,no,no,KPNA3_L-Carnitine,NA,NA,NA,newfound,Normal
P38060,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Hmgcl PE=1 SV=2",liver,L-Carnitine,0.0402,no,yes,yes,HMGCL_L-Carnitine,NA,NA,NA,newfound,Normal
Q283N4,URAD,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Mus musculus OX=10090 GN=Urad PE=1 SV=1,liver,L-Carnitine,-0.0415,no,no,no,URAD_L-Carnitine,NA,NA,NA,newfound,Normal
Q8K0F1,TBC1D23,TBC1 domain family member 23 OS=Mus musculus OX=10090 GN=Tbc1d23 PE=1 SV=1,liver,L-Carnitine,-0.12699309,no,no,no,TBC1D23_L-Carnitine,NA,NA,NA,newfound,Normal
Q9Z1P8,ANGPTL4,Angiopoietin-related protein 4 OS=Mus musculus OX=10090 GN=Angptl4 PE=1 SV=1,liver,L-Carnitine,-0.0482,no,no,no,ANGPTL4_L-Carnitine,NA,NA,NA,newfound,Normal
Q61838,PZP,Pregnancy zone protein OS=Mus musculus OX=10090 GN=Pzp PE=1 SV=3,liver,L-Carnitine,-0.0184,no,no,no,PZP_L-Carnitine,NA,NA,NA,newfound,Normal
Q9CQ45,NENF,Neudesin OS=Mus musculus OX=10090 GN=Nenf PE=1 SV=1,liver,L-Carnitine,0.0126,no,no,no,NENF_L-Carnitine,NA,NA,NA,newfound,Normal
O08966,SLC22A1,Solute carrier family 22 member 1 OS=Mus musculus OX=10090 GN=Slc22a1 PE=1 SV=2,liver,L-Carnitine,-0.0711,yes,no,no,SLC22A1_L-Carnitine,RHEA:34959,NA,NA,established,Normal
Q91WG1,INSIG2,Insulin-induced gene 2 protein OS=Mus musculus OX=10090 GN=Insig2 PE=1 SV=1,liver,L-Carnitine,0.041,yes,no,no,INSIG2_L-Carnitine,NA,NA,NA,newfound,Normal
Q9D920,BORCS5,BLOC-1-related complex subunit 5 OS=Mus musculus OX=10090 GN=Borcs5 PE=1 SV=1,liver,L-Carnitine,-0.0317,no,no,no,BORCS5_L-Carnitine,NA,NA,NA,newfound,Normal
Q9Z126,PF4,Platelet factor 4 OS=Mus musculus OX=10090 GN=Pf4 PE=1 SV=1,liver,L-Carnitine,-0.00313,no,no,no,PF4_L-Carnitine,NA,NA,NA,newfound,Normal
Q9JHJ3,GLMP,Glycosylated lysosomal membrane protein OS=Mus musculus OX=10090 GN=Glmp PE=1 SV=1,liver,L-Carnitine,-0.185027156,yes,no,no,GLMP_L-Carnitine,NA,NA,NA,newfound,Normal
P60334,CDO1,Cysteine dioxygenase type 1 OS=Mus musculus OX=10090 GN=Cdo1 PE=1 SV=1,liver,Glutaryl-L-carnitine,0.036,no,no,yes,CDO1_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
Q3V0K9,PLS1,Plastin-1 OS=Mus musculus OX=10090 GN=Pls1 PE=1 SV=1,liver,Glutaryl-L-carnitine,-0.00889,no,no,no,PLS1_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
Q9WUZ9,ENTPD5,Ectonucleoside triphosphate diphosphohydrolase 5 OS=Mus musculus OX=10090 GN=Entpd5 PE=1 SV=1,liver,Glutaryl-L-carnitine,-0.0728,no,no,yes,ENTPD5_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
Q69Z37,SAMD9L,Sterile alpha motif domain-containing protein 9-like OS=Mus musculus OX=10090 GN=Samd9l PE=1 SV=2,liver,Glutaryl-L-carnitine,-0.190218615,no,no,no,SAMD9L_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
A2A7S8-2,KIAA1522,Isoform 2 of Uncharacterized protein KIAA1522 OS=Mus musculus OX=10090 GN=Kiaa1522,liver,Glutaryl-L-carnitine,-0.0208,no,no,no,KIAA1522_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
Q9EQF5,DPYS,Dihydropyrimidinase OS=Mus musculus OX=10090 GN=Dpys PE=1 SV=2,liver,Glutaryl-L-carnitine,0.159844389,no,no,yes,DPYS_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
P05063,ALDOC,Fructose-bisphosphate aldolase C OS=Mus musculus OX=10090 GN=Aldoc PE=1 SV=4,liver,Glutaryl-L-carnitine,-0.148594663,no,no,yes,ALDOC_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
Q8C0I1,AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Mus musculus OX=10090 GN=Agps PE=1 SV=1",liver,Glutaryl-L-carnitine,-0.0602,no,no,no,AGPS_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
P61164,ACTR1A,Alpha-centractin OS=Mus musculus OX=10090 GN=Actr1a PE=1 SV=1,liver,Glutaryl-L-carnitine,-0.074,no,no,no,ACTR1A_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
F6Z9B9,CES2H,Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces2h PE=1 SV=2,liver,Glutaryl-L-carnitine,-0.393628062,no,no,yes,CES2H_Glutaryl-L-carnitine,NA,NA,NA,newfound,Extreme Outlier
Q99NF1,BCO2,"Beta,beta-carotene 9',10'-oxygenase OS=Mus musculus OX=10090 GN=Bco2 PE=1 SV=1",liver,Glutaryl-L-carnitine,0.00107,no,yes,no,BCO2_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
G5E8Q0,LYST,Lysosomal-trafficking regulator OS=Mus musculus OX=10090 GN=Lyst PE=1 SV=1,liver,Glutaryl-L-carnitine,-0.11903292,no,no,no,LYST_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
Q9QZS3,NUMB,Protein numb homolog OS=Mus musculus OX=10090 GN=Numb PE=1 SV=1,liver,Glutaryl-L-carnitine,0.0628,no,no,no,NUMB_Glutaryl-L-carnitine,NA,NA,NA,newfound,Normal
